"","KC_term","gene"
"9987","ALTERS PRODUCTION OF HORMONE","PDX1"
"9988","ALTERS PRODUCTION OF HORMONE","ITPR3"
"9989","ALTERS PRODUCTION OF HORMONE","KCNJ11"
"9990","ALTERS PRODUCTION OF HORMONE","KCNMA1"
"9991","ALTERS PRODUCTION OF HORMONE","KCNMB1"
"9992","ALTERS PRODUCTION OF HORMONE","KCNN1"
"9993","ALTERS PRODUCTION OF HORMONE","KCNN2"
"9994","ALTERS PRODUCTION OF HORMONE","KCNN3"
"9995","ALTERS PRODUCTION OF HORMONE","KCNN4"
"9996","ALTERS PRODUCTION OF HORMONE","ATF4"
"9997","ALTERS PRODUCTION OF HORMONE","ATP1A1"
"9998","ALTERS PRODUCTION OF HORMONE","ATP1A2"
"9999","ALTERS PRODUCTION OF HORMONE","ATP1A3"
"10000","ALTERS PRODUCTION OF HORMONE","ATP1A4"
"10001","ALTERS PRODUCTION OF HORMONE","ATP1B1"
"10002","ALTERS PRODUCTION OF HORMONE","ATP1B2"
"10003","ALTERS PRODUCTION OF HORMONE","ATP1B3"
"10004","ALTERS PRODUCTION OF HORMONE","FXYD2"
"10005","ALTERS PRODUCTION OF HORMONE","PLCB2"
"10006","ALTERS PRODUCTION OF HORMONE","PLCB3"
"10007","ALTERS PRODUCTION OF HORMONE","PLCB4"
"10008","ALTERS PRODUCTION OF HORMONE","TRPM4"
"10009","ALTERS PRODUCTION OF HORMONE","PRKACA"
"10010","ALTERS PRODUCTION OF HORMONE","PRKACB"
"10011","ALTERS PRODUCTION OF HORMONE","PRKACG"
"10012","ALTERS PRODUCTION OF HORMONE","PRKCA"
"10013","ALTERS PRODUCTION OF HORMONE","PRKCB"
"10014","ALTERS PRODUCTION OF HORMONE","PRKCG"
"10015","ALTERS PRODUCTION OF HORMONE","RAB3A"
"10016","ALTERS PRODUCTION OF HORMONE","RYR2"
"10017","ALTERS PRODUCTION OF HORMONE","CREB3L2"
"10018","ALTERS PRODUCTION OF HORMONE","SLC2A1"
"10019","ALTERS PRODUCTION OF HORMONE","SLC2A2"
"10020","ALTERS PRODUCTION OF HORMONE","SNAP25"
"10021","ALTERS PRODUCTION OF HORMONE","STX1A"
"10022","ALTERS PRODUCTION OF HORMONE","ABCC8"
"10023","ALTERS PRODUCTION OF HORMONE","VAMP2"
"10024","ALTERS PRODUCTION OF HORMONE","CACNA1C"
"10025","ALTERS PRODUCTION OF HORMONE","CACNA1D"
"10026","ALTERS PRODUCTION OF HORMONE","CACNA1F"
"10027","ALTERS PRODUCTION OF HORMONE","CACNA1S"
"10028","ALTERS PRODUCTION OF HORMONE","CAMK2A"
"10029","ALTERS PRODUCTION OF HORMONE","CAMK2B"
"10030","ALTERS PRODUCTION OF HORMONE","CAMK2D"
"10031","ALTERS PRODUCTION OF HORMONE","CAMK2G"
"10032","ALTERS PRODUCTION OF HORMONE","CREB3L3"
"10033","ALTERS PRODUCTION OF HORMONE","CCK"
"10034","ALTERS PRODUCTION OF HORMONE","CCKAR"
"10035","ALTERS PRODUCTION OF HORMONE","CREB3L1"
"10036","ALTERS PRODUCTION OF HORMONE","CREB5"
"10037","ALTERS PRODUCTION OF HORMONE","RIMS2"
"10038","ALTERS PRODUCTION OF HORMONE","AKT3"
"10039","ALTERS PRODUCTION OF HORMONE","CGA"
"10040","ALTERS PRODUCTION OF HORMONE","P3R3URF-PIK3R3"
"10041","ALTERS PRODUCTION OF HORMONE","AKT1"
"10042","ALTERS PRODUCTION OF HORMONE","AKT2"
"10043","ALTERS PRODUCTION OF HORMONE","ESR2"
"10044","ALTERS PRODUCTION OF HORMONE","GABBR1"
"10045","ALTERS PRODUCTION OF HORMONE","GNRH1"
"10046","ALTERS PRODUCTION OF HORMONE","GNRH2"
"10047","ALTERS PRODUCTION OF HORMONE","GPER1"
"10048","ALTERS PRODUCTION OF HORMONE","HRAS"
"10049","ALTERS PRODUCTION OF HORMONE","HCN1"
"10050","ALTERS PRODUCTION OF HORMONE","ITPR1"
"10051","ALTERS PRODUCTION OF HORMONE","ITPR2"
"10052","ALTERS PRODUCTION OF HORMONE","KCNJ3"
"10053","ALTERS PRODUCTION OF HORMONE","KCNJ5"
"10054","ALTERS PRODUCTION OF HORMONE","KCNJ6"
"10055","ALTERS PRODUCTION OF HORMONE","KCNJ9"
"10056","ALTERS PRODUCTION OF HORMONE","KISS1"
"10057","ALTERS PRODUCTION OF HORMONE","KRAS"
"10058","ALTERS PRODUCTION OF HORMONE","LHB"
"10059","ALTERS PRODUCTION OF HORMONE","ARRB1"
"10060","ALTERS PRODUCTION OF HORMONE","ARRB2"
"10061","ALTERS PRODUCTION OF HORMONE","NRAS"
"10062","ALTERS PRODUCTION OF HORMONE","PIK3CA"
"10063","ALTERS PRODUCTION OF HORMONE","PIK3CB"
"10064","ALTERS PRODUCTION OF HORMONE","PIK3CD"
"10065","ALTERS PRODUCTION OF HORMONE","PIK3R1"
"10066","ALTERS PRODUCTION OF HORMONE","PIK3R2"
"10067","ALTERS PRODUCTION OF HORMONE","MAPK1"
"10068","ALTERS PRODUCTION OF HORMONE","MAPK3"
"10069","ALTERS PRODUCTION OF HORMONE","MAP2K1"
"10070","ALTERS PRODUCTION OF HORMONE","MAP2K2"
"10071","ALTERS PRODUCTION OF HORMONE","HCN3"
"10072","ALTERS PRODUCTION OF HORMONE","RAF1"
"10073","ALTERS PRODUCTION OF HORMONE","HCN2"
"10074","ALTERS PRODUCTION OF HORMONE","SPP1"
"10075","ALTERS PRODUCTION OF HORMONE","TRPC1"
"10076","ALTERS PRODUCTION OF HORMONE","TRPC4"
"10077","ALTERS PRODUCTION OF HORMONE","TRPC5"
"10078","ALTERS PRODUCTION OF HORMONE","KISS1R"
"10079","ALTERS PRODUCTION OF HORMONE","PIK3R3"
"10080","ALTERS PRODUCTION OF HORMONE","CACNA1I"
"10081","ALTERS PRODUCTION OF HORMONE","CACNA1H"
"10082","ALTERS PRODUCTION OF HORMONE","CACNA1G"
"10083","ALTERS PRODUCTION OF HORMONE","GABBR2"
"10084","ALTERS PRODUCTION OF HORMONE","PLA2G4B"
"10085","ALTERS PRODUCTION OF HORMONE","ACOT2"
"10086","ALTERS PRODUCTION OF HORMONE","ACOT4"
"10087","ALTERS PRODUCTION OF HORMONE","PLA2G4E"
"10088","ALTERS PRODUCTION OF HORMONE","CYP1A1"
"10089","ALTERS PRODUCTION OF HORMONE","CYP1B1"
"10090","ALTERS PRODUCTION OF HORMONE","CYP2J2"
"10091","ALTERS PRODUCTION OF HORMONE","CYP11A1"
"10092","ALTERS PRODUCTION OF HORMONE","CYP17A1"
"10093","ALTERS PRODUCTION OF HORMONE","CYP19A1"
"10094","ALTERS PRODUCTION OF HORMONE","ALOX5"
"10095","ALTERS PRODUCTION OF HORMONE","FSHB"
"10096","ALTERS PRODUCTION OF HORMONE","FSHR"
"10097","ALTERS PRODUCTION OF HORMONE","PLA2G4F"
"10098","ALTERS PRODUCTION OF HORMONE","PLA2G4D"
"10099","ALTERS PRODUCTION OF HORMONE","HSD3B1"
"10100","ALTERS PRODUCTION OF HORMONE","HSD3B2"
"10101","ALTERS PRODUCTION OF HORMONE","HSD17B1"
"10102","ALTERS PRODUCTION OF HORMONE","HSD17B2"
"10103","ALTERS PRODUCTION OF HORMONE","AKR1C8"
"10104","ALTERS PRODUCTION OF HORMONE","IGF1"
"10105","ALTERS PRODUCTION OF HORMONE","IGF1R"
"10106","ALTERS PRODUCTION OF HORMONE","INSR"
"10107","ALTERS PRODUCTION OF HORMONE","LDLR"
"10108","ALTERS PRODUCTION OF HORMONE","LHCGR"
"10109","ALTERS PRODUCTION OF HORMONE","HSD17B7"
"10110","ALTERS PRODUCTION OF HORMONE","PLA2G4A"
"10111","ALTERS PRODUCTION OF HORMONE","PTGS2"
"10112","ALTERS PRODUCTION OF HORMONE","ACOT1"
"10113","ALTERS PRODUCTION OF HORMONE","BMP6"
"10114","ALTERS PRODUCTION OF HORMONE","STAR"
"10115","ALTERS PRODUCTION OF HORMONE","PLA2G4C"
"10116","ALTERS PRODUCTION OF HORMONE","AKR1C3"
"10117","ALTERS PRODUCTION OF HORMONE","JMJD7-PLA2G4B"
"10118","ALTERS PRODUCTION OF HORMONE","BMP15"
"10119","ALTERS PRODUCTION OF HORMONE","SCARB1"
"10120","ALTERS PRODUCTION OF HORMONE","MRAP2"
"10121","ALTERS PRODUCTION OF HORMONE","CREBBP"
"10122","ALTERS PRODUCTION OF HORMONE","CRK"
"10123","ALTERS PRODUCTION OF HORMONE","CRKL"
"10124","ALTERS PRODUCTION OF HORMONE","MAPK14"
"10125","ALTERS PRODUCTION OF HORMONE","CSH1"
"10126","ALTERS PRODUCTION OF HORMONE","CSH2"
"10127","ALTERS PRODUCTION OF HORMONE","CSHL1"
"10128","ALTERS PRODUCTION OF HORMONE","EP300"
"10129","ALTERS PRODUCTION OF HORMONE","FOS"
"10130","ALTERS PRODUCTION OF HORMONE","MTOR"
"10131","ALTERS PRODUCTION OF HORMONE","SHC2"
"10132","ALTERS PRODUCTION OF HORMONE","GH1"
"10133","ALTERS PRODUCTION OF HORMONE","GH2"
"10134","ALTERS PRODUCTION OF HORMONE","GHR"
"10135","ALTERS PRODUCTION OF HORMONE","GHRH"
"10136","ALTERS PRODUCTION OF HORMONE","GHRHR"
"10137","ALTERS PRODUCTION OF HORMONE","GHSR"
"10138","ALTERS PRODUCTION OF HORMONE","GNAI1"
"10139","ALTERS PRODUCTION OF HORMONE","GNAI2"
"10140","ALTERS PRODUCTION OF HORMONE","GNAI3"
"10141","ALTERS PRODUCTION OF HORMONE","GRB2"
"10142","ALTERS PRODUCTION OF HORMONE","GSK3B"
"10143","ALTERS PRODUCTION OF HORMONE","IGFALS"
"10144","ALTERS PRODUCTION OF HORMONE","IGFBP3"
"10145","ALTERS PRODUCTION OF HORMONE","IRS1"
"10146","ALTERS PRODUCTION OF HORMONE","JAK2"
"10147","ALTERS PRODUCTION OF HORMONE","JUNB"
"10148","ALTERS PRODUCTION OF HORMONE","SHC4"
"10149","ALTERS PRODUCTION OF HORMONE","MAP3K1"
"10150","ALTERS PRODUCTION OF HORMONE","GHRL"
"10151","ALTERS PRODUCTION OF HORMONE","PLCG1"
"10152","ALTERS PRODUCTION OF HORMONE","SHC3"
"10153","ALTERS PRODUCTION OF HORMONE","PLCG2"
"10154","ALTERS PRODUCTION OF HORMONE","POU1F1"
"10155","ALTERS PRODUCTION OF HORMONE","ADCY10"
"10156","ALTERS PRODUCTION OF HORMONE","MAPK8"
"10157","ALTERS PRODUCTION OF HORMONE","MAPK11"
"10158","ALTERS PRODUCTION OF HORMONE","MAPK9"
"10159","ALTERS PRODUCTION OF HORMONE","MAPK10"
"10160","ALTERS PRODUCTION OF HORMONE","MAPK13"
"10161","ALTERS PRODUCTION OF HORMONE","MAP2K3"
"10162","ALTERS PRODUCTION OF HORMONE","MAP2K6"
"10163","ALTERS PRODUCTION OF HORMONE","PTK2"
"10164","ALTERS PRODUCTION OF HORMONE","MAPK12"
"10165","ALTERS PRODUCTION OF HORMONE","MAP2K4"
"10166","ALTERS PRODUCTION OF HORMONE","SHC1"
"10167","ALTERS PRODUCTION OF HORMONE","SOS1"
"10168","ALTERS PRODUCTION OF HORMONE","SOS2"
"10169","ALTERS PRODUCTION OF HORMONE","SST"
"10170","ALTERS PRODUCTION OF HORMONE","SSTR1"
"10171","ALTERS PRODUCTION OF HORMONE","SSTR2"
"10172","ALTERS PRODUCTION OF HORMONE","SSTR3"
"10173","ALTERS PRODUCTION OF HORMONE","SSTR5"
"10174","ALTERS PRODUCTION OF HORMONE","STAT1"
"10175","ALTERS PRODUCTION OF HORMONE","STAT3"
"10176","ALTERS PRODUCTION OF HORMONE","STAT5A"
"10177","ALTERS PRODUCTION OF HORMONE","STAT5B"
"10178","ALTERS PRODUCTION OF HORMONE","IRS4"
"10179","ALTERS PRODUCTION OF HORMONE","SOCS1"
"10180","ALTERS PRODUCTION OF HORMONE","IRS2"
"10181","ALTERS PRODUCTION OF HORMONE","SOCS2"
"10182","ALTERS PRODUCTION OF HORMONE","SOCS3"
"10183","ALTERS PRODUCTION OF HORMONE","BCAR1"
"10184","ALTERS PRODUCTION OF HORMONE","ALB"
"10185","ALTERS PRODUCTION OF HORMONE","GPX6"
"10186","ALTERS PRODUCTION OF HORMONE","GPX1"
"10187","ALTERS PRODUCTION OF HORMONE","GPX2"
"10188","ALTERS PRODUCTION OF HORMONE","GPX3"
"10189","ALTERS PRODUCTION OF HORMONE","GPX5"
"10190","ALTERS PRODUCTION OF HORMONE","GPX7"
"10191","ALTERS PRODUCTION OF HORMONE","GSR"
"10192","ALTERS PRODUCTION OF HORMONE","HSPA5"
"10193","ALTERS PRODUCTION OF HORMONE","IYD"
"10194","ALTERS PRODUCTION OF HORMONE","LRP2"
"10195","ALTERS PRODUCTION OF HORMONE","DUOXA2"
"10196","ALTERS PRODUCTION OF HORMONE","ASGR1"
"10197","ALTERS PRODUCTION OF HORMONE","ASGR2"
"10198","ALTERS PRODUCTION OF HORMONE","GPX8"
"10199","ALTERS PRODUCTION OF HORMONE","DUOX2"
"10200","ALTERS PRODUCTION OF HORMONE","SLC26A4"
"10201","ALTERS PRODUCTION OF HORMONE","DUOX1"
"10202","ALTERS PRODUCTION OF HORMONE","SLC5A5"
"10203","ALTERS PRODUCTION OF HORMONE","SERPINA7"
"10204","ALTERS PRODUCTION OF HORMONE","TG"
"10205","ALTERS PRODUCTION OF HORMONE","TPO"
"10206","ALTERS PRODUCTION OF HORMONE","HSP90B1"
"10207","ALTERS PRODUCTION OF HORMONE","TSHB"
"10208","ALTERS PRODUCTION OF HORMONE","TSHR"
"10209","ALTERS PRODUCTION OF HORMONE","TTF1"
"10210","ALTERS PRODUCTION OF HORMONE","TTR"
"10211","ALTERS PRODUCTION OF HORMONE","PAX8"
"10212","ALTERS PRODUCTION OF HORMONE","CANX"
"10213","ALTERS PRODUCTION OF HORMONE","TTF2"
"10214","ALTERS PRODUCTION OF HORMONE","PDIA4"
"10215","ALTERS PRODUCTION OF HORMONE","CDKN1A"
"10216","ALTERS PRODUCTION OF HORMONE","SLC34A2"
"10217","ALTERS PRODUCTION OF HORMONE","GNA13"
"10218","ALTERS PRODUCTION OF HORMONE","MMP24"
"10219","ALTERS PRODUCTION OF HORMONE","AKAP13"
"10220","ALTERS PRODUCTION OF HORMONE","SLC34A3"
"10221","ALTERS PRODUCTION OF HORMONE","CYP24A1"
"10222","ALTERS PRODUCTION OF HORMONE","CYP27B1"
"10223","ALTERS PRODUCTION OF HORMONE","HBEGF"
"10224","ALTERS PRODUCTION OF HORMONE","EGFR"
"10225","ALTERS PRODUCTION OF HORMONE","EGR1"
"10226","ALTERS PRODUCTION OF HORMONE","FGFR1"
"10227","ALTERS PRODUCTION OF HORMONE","GATA3"
"10228","ALTERS PRODUCTION OF HORMONE","STK39"
"10229","ALTERS PRODUCTION OF HORMONE","GNA12"
"10230","ALTERS PRODUCTION OF HORMONE","NACA2"
"10231","ALTERS PRODUCTION OF HORMONE","ARAF"
"10232","ALTERS PRODUCTION OF HORMONE","JUND"
"10233","ALTERS PRODUCTION OF HORMONE","RHOA"
"10234","ALTERS PRODUCTION OF HORMONE","LRP6"
"10235","ALTERS PRODUCTION OF HORMONE","LRP5"
"10236","ALTERS PRODUCTION OF HORMONE","MEF2A"
"10237","ALTERS PRODUCTION OF HORMONE","MEF2C"
"10238","ALTERS PRODUCTION OF HORMONE","MEF2D"
"10239","ALTERS PRODUCTION OF HORMONE","MMP13"
"10240","ALTERS PRODUCTION OF HORMONE","MMP14"
"10241","ALTERS PRODUCTION OF HORMONE","MMP15"
"10242","ALTERS PRODUCTION OF HORMONE","MMP16"
"10243","ALTERS PRODUCTION OF HORMONE","MMP17"
"10244","ALTERS PRODUCTION OF HORMONE","NACA"
"10245","ALTERS PRODUCTION OF HORMONE","NR4A2"
"10246","ALTERS PRODUCTION OF HORMONE","SOST"
"10247","ALTERS PRODUCTION OF HORMONE","PDE4A"
"10248","ALTERS PRODUCTION OF HORMONE","PDE4B"
"10249","ALTERS PRODUCTION OF HORMONE","PDE4C"
"10250","ALTERS PRODUCTION OF HORMONE","PDE4D"
"10251","ALTERS PRODUCTION OF HORMONE","PLD1"
"10252","ALTERS PRODUCTION OF HORMONE","PLD2"
"10253","ALTERS PRODUCTION OF HORMONE","TRPV5"
"10254","ALTERS PRODUCTION OF HORMONE","PTH"
"10255","ALTERS PRODUCTION OF HORMONE","PTHLH"
"10256","ALTERS PRODUCTION OF HORMONE","PTH1R"
"10257","ALTERS PRODUCTION OF HORMONE","BCL2"
"10258","ALTERS PRODUCTION OF HORMONE","RXRA"
"10259","ALTERS PRODUCTION OF HORMONE","RXRB"
"10260","ALTERS PRODUCTION OF HORMONE","RXRG"
"10261","ALTERS PRODUCTION OF HORMONE","BGLAP"
"10262","ALTERS PRODUCTION OF HORMONE","MMP25"
"10263","ALTERS PRODUCTION OF HORMONE","SGK1"
"10264","ALTERS PRODUCTION OF HORMONE","WNK1"
"10265","ALTERS PRODUCTION OF HORMONE","WNK4"
"10266","ALTERS PRODUCTION OF HORMONE","WNK3"
"10267","ALTERS PRODUCTION OF HORMONE","WNK2"
"10268","ALTERS PRODUCTION OF HORMONE","SLC12A3"
"10269","ALTERS PRODUCTION OF HORMONE","SLC34A1"
"10270","ALTERS PRODUCTION OF HORMONE","SP1"
"10271","ALTERS PRODUCTION OF HORMONE","BRAF"
"10272","ALTERS PRODUCTION OF HORMONE","VDR"
"10273","ALTERS PRODUCTION OF HORMONE","FGF23"
"10274","ALTERS PRODUCTION OF HORMONE","CASR"
"10275","ALTERS PRODUCTION OF HORMONE","GCM1"
"10276","ALTERS PRODUCTION OF HORMONE","RUNX2"
"10277","ALTERS PRODUCTION OF HORMONE","TNFSF11"
"10278","ALTERS PRODUCTION OF HORMONE","ARHGEF1"
"10279","ALTERS PRODUCTION OF HORMONE","GCM2"
"10280","ALTERS PRODUCTION OF HORMONE","KL"
"10281","ALTERS PRODUCTION OF HORMONE","NHERF1"
"10282","ALTERS PRODUCTION OF HORMONE","ARHGEF11"
"10283","ALTERS PRODUCTION OF HORMONE","MAFB"
"10284","ALTERS PRODUCTION OF HORMONE","OXSR1"
"10285","ALTERS PRODUCTION OF HORMONE","CYP11B2"
"10286","ALTERS PRODUCTION OF HORMONE","CYP21A2"
"10287","ALTERS PRODUCTION OF HORMONE","CALML6"
"10288","ALTERS PRODUCTION OF HORMONE","AGT"
"10289","ALTERS PRODUCTION OF HORMONE","AGTR1"
"10290","ALTERS PRODUCTION OF HORMONE","DAGLB"
"10291","ALTERS PRODUCTION OF HORMONE","PRKD3"
"10292","ALTERS PRODUCTION OF HORMONE","PRKD2"
"10293","ALTERS PRODUCTION OF HORMONE","NR4A1"
"10294","ALTERS PRODUCTION OF HORMONE","KCNK3"
"10295","ALTERS PRODUCTION OF HORMONE","LIPE"
"10296","ALTERS PRODUCTION OF HORMONE","MC2R"
"10297","ALTERS PRODUCTION OF HORMONE","ATF1"
"10298","ALTERS PRODUCTION OF HORMONE","NPPA"
"10299","ALTERS PRODUCTION OF HORMONE","NPR1"
"10300","ALTERS PRODUCTION OF HORMONE","ATP2B1"
"10301","ALTERS PRODUCTION OF HORMONE","ATP2B2"
"10302","ALTERS PRODUCTION OF HORMONE","ATP2B3"
"10303","ALTERS PRODUCTION OF HORMONE","ATP2B4"
"10304","ALTERS PRODUCTION OF HORMONE","KCNK9"
"10305","ALTERS PRODUCTION OF HORMONE","PDE2A"
"10306","ALTERS PRODUCTION OF HORMONE","CALML5"
"10307","ALTERS PRODUCTION OF HORMONE","POMC"
"10308","ALTERS PRODUCTION OF HORMONE","PRKCE"
"10309","ALTERS PRODUCTION OF HORMONE","PRKD1"
"10310","ALTERS PRODUCTION OF HORMONE","CAMK1D"
"10311","ALTERS PRODUCTION OF HORMONE","CAMK1G"
"10312","ALTERS PRODUCTION OF HORMONE","DAGLA"
"10313","ALTERS PRODUCTION OF HORMONE","CALM1"
"10314","ALTERS PRODUCTION OF HORMONE","CALM2"
"10315","ALTERS PRODUCTION OF HORMONE","CALM3"
"10316","ALTERS PRODUCTION OF HORMONE","CALML3"
"10317","ALTERS PRODUCTION OF HORMONE","CAMK4"
"10318","ALTERS PRODUCTION OF HORMONE","ORAI1"
"10319","ALTERS PRODUCTION OF HORMONE","CAMK1"
"10320","ALTERS PRODUCTION OF HORMONE","CALML4"
"10321","ALTERS PRODUCTION OF HORMONE","CYP11B1"
"10322","ALTERS PRODUCTION OF HORMONE","NR0B1"
"10323","ALTERS PRODUCTION OF HORMONE","NR5A1"
"10324","ALTERS PRODUCTION OF HORMONE","KCNA4"
"10325","ALTERS PRODUCTION OF HORMONE","KCNK2"
"10326","ALTERS PRODUCTION OF HORMONE","PBX1"
"10327","ALTERS PRODUCTION OF HORMONE","PDE8A"
"10328","ALTERS PRODUCTION OF HORMONE","MRAP"
"10329","ALTERS PRODUCTION OF HORMONE","NCEH1"
"10330","ALTERS PRODUCTION OF HORMONE","PDE8B"
"10331","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","AKT3"
"10332","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","TANK"
"10333","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","TLR6"
"10334","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","VAV3"
"10335","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","TAB1"
"10336","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","P3R3URF-PIK3R3"
"10337","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","NLRP3"
"10338","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","TIRAP"
"10339","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CHUK"
"10340","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","MIB2"
"10341","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","MAPK14"
"10342","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","TICAM1"
"10343","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYBA"
"10344","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYBB"
"10345","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYP1A1"
"10346","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYP2A6"
"10347","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYP2A7"
"10348","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYP2B6"
"10349","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYP2C8"
"10350","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYP2C9"
"10351","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CYP2J2"
"10352","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CALML6"
"10353","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","DDIT3"
"10354","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","AGER"
"10355","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","ABCA1"
"10356","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","EIF2S1"
"10357","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","AKT1"
"10358","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","AKT2"
"10359","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","ERN1"
"10360","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","ATF6"
"10361","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","TAB2"
"10362","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","PLCB1"
"10363","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","FOS"
"10364","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","LY96"
"10365","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","POU2F3"
"10366","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","NOX1"
"10367","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","PYCARD"
"10368","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","TBK1"
"10369","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CXCL1"
"10370","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CXCL2"
"10371","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","CXCL3"
"10372","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","GSK3B"
"10373","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","ERO1A"
"10374","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","APAF1"
"10375","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HRAS"
"10376","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPA1A"
"10377","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPA1B"
"10378","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPA1L"
"10379","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPA2"
"10380","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPA4"
"10381","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPA5"
"10382","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPA6"
"10383","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPA8"
"10384","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSP90AA1"
"10385","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSP90AB1"
"10386","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","HSPD1"
"10387","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","APOA1"
"10388","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","APOA4"
"10389","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","APOB"
"10390","DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA","ICAM1"
