"","KC_term","gene"
"15161","DISRUPTS TRANSPORT FUNCTION","LSR"
"15162","DISRUPTS TRANSPORT FUNCTION","MBTPS1"
"15163","DISRUPTS TRANSPORT FUNCTION","MBTPS2"
"15164","DISRUPTS TRANSPORT FUNCTION","MTTP"
"15165","DISRUPTS TRANSPORT FUNCTION","MYLIP"
"15166","DISRUPTS TRANSPORT FUNCTION","NCEH1"
"15167","DISRUPTS TRANSPORT FUNCTION","NPC1"
"15168","DISRUPTS TRANSPORT FUNCTION","NPC2"
"15169","DISRUPTS TRANSPORT FUNCTION","NR1H2"
"15170","DISRUPTS TRANSPORT FUNCTION","NR1H3"
"15171","DISRUPTS TRANSPORT FUNCTION","P4HB"
"15172","DISRUPTS TRANSPORT FUNCTION","PCSK5"
"15173","DISRUPTS TRANSPORT FUNCTION","PCSK6"
"15174","DISRUPTS TRANSPORT FUNCTION","PCSK9"
"15175","DISRUPTS TRANSPORT FUNCTION","PLTP"
"15176","DISRUPTS TRANSPORT FUNCTION","PRKACA"
"15177","DISRUPTS TRANSPORT FUNCTION","PRKACB"
"15178","DISRUPTS TRANSPORT FUNCTION","PRKACG"
"15179","DISRUPTS TRANSPORT FUNCTION","SAR1B"
"15180","DISRUPTS TRANSPORT FUNCTION","SCARB1"
"15181","DISRUPTS TRANSPORT FUNCTION","SOAT1"
"15182","DISRUPTS TRANSPORT FUNCTION","SOAT2"
"15183","DISRUPTS TRANSPORT FUNCTION","VLDLR"
"15184","DISRUPTS TRANSPORT FUNCTION","ZDHHC8"
"15185","DISRUPTS TRANSPORT FUNCTION","ABCA10"
"15186","DISRUPTS TRANSPORT FUNCTION","ABCA2"
"15187","DISRUPTS TRANSPORT FUNCTION","ABCA4"
"15188","DISRUPTS TRANSPORT FUNCTION","ABCA5"
"15189","DISRUPTS TRANSPORT FUNCTION","ABCA6"
"15190","DISRUPTS TRANSPORT FUNCTION","ABCA7"
"15191","DISRUPTS TRANSPORT FUNCTION","ABCA8"
"15192","DISRUPTS TRANSPORT FUNCTION","ABCA9"
"15193","DISRUPTS TRANSPORT FUNCTION","ABCB1"
"15194","DISRUPTS TRANSPORT FUNCTION","ABCB10"
"15195","DISRUPTS TRANSPORT FUNCTION","ABCB5"
"15196","DISRUPTS TRANSPORT FUNCTION","ABCB7"
"15197","DISRUPTS TRANSPORT FUNCTION","ABCB8"
"15198","DISRUPTS TRANSPORT FUNCTION","ABCB9"
"15199","DISRUPTS TRANSPORT FUNCTION","ABCC1"
"15200","DISRUPTS TRANSPORT FUNCTION","ABCC10"
"15201","DISRUPTS TRANSPORT FUNCTION","ABCC11"
"15202","DISRUPTS TRANSPORT FUNCTION","ABCC3"
"15203","DISRUPTS TRANSPORT FUNCTION","ABCC4"
"15204","DISRUPTS TRANSPORT FUNCTION","ABCC5"
"15205","DISRUPTS TRANSPORT FUNCTION","ABCD2"
"15206","DISRUPTS TRANSPORT FUNCTION","ABCD3"
"15207","DISRUPTS TRANSPORT FUNCTION","ABCF1"
"15208","DISRUPTS TRANSPORT FUNCTION","ABCG4"
"15209","DISRUPTS TRANSPORT FUNCTION","EIF2S1"
"15210","DISRUPTS TRANSPORT FUNCTION","EIF2S2"
"15211","DISRUPTS TRANSPORT FUNCTION","EIF2S3"
"15212","DISRUPTS TRANSPORT FUNCTION","PEX19"
"15213","DISRUPTS TRANSPORT FUNCTION","PEX3"
"15214","DISRUPTS TRANSPORT FUNCTION","AHCYL2"
"15215","DISRUPTS TRANSPORT FUNCTION","APOD"
"15216","DISRUPTS TRANSPORT FUNCTION","ARL2"
"15217","DISRUPTS TRANSPORT FUNCTION","ARL2BP"
"15218","DISRUPTS TRANSPORT FUNCTION","CALM1"
"15219","DISRUPTS TRANSPORT FUNCTION","CTNS"
"15220","DISRUPTS TRANSPORT FUNCTION","EMB"
"15221","DISRUPTS TRANSPORT FUNCTION","LCN1"
"15222","DISRUPTS TRANSPORT FUNCTION","LCN12"
"15223","DISRUPTS TRANSPORT FUNCTION","LCN15"
"15224","DISRUPTS TRANSPORT FUNCTION","LCN9"
"15225","DISRUPTS TRANSPORT FUNCTION","MFSD4B"
"15226","DISRUPTS TRANSPORT FUNCTION","MIR32"
"15227","DISRUPTS TRANSPORT FUNCTION","PDZD11"
"15228","DISRUPTS TRANSPORT FUNCTION","RHBG"
"15229","DISRUPTS TRANSPORT FUNCTION","RHCG"
"15230","DISRUPTS TRANSPORT FUNCTION","RSC1A1"
"15231","DISRUPTS TRANSPORT FUNCTION","RUNX1"
"15232","DISRUPTS TRANSPORT FUNCTION","SLC10A6"
"15233","DISRUPTS TRANSPORT FUNCTION","SLC11A1"
"15234","DISRUPTS TRANSPORT FUNCTION","SLC12A2"
"15235","DISRUPTS TRANSPORT FUNCTION","SLC12A4"
"15236","DISRUPTS TRANSPORT FUNCTION","SLC12A5"
"15237","DISRUPTS TRANSPORT FUNCTION","SLC12A7"
"15238","DISRUPTS TRANSPORT FUNCTION","SLC13A1"
"15239","DISRUPTS TRANSPORT FUNCTION","SLC13A2"
"15240","DISRUPTS TRANSPORT FUNCTION","SLC13A3"
"15241","DISRUPTS TRANSPORT FUNCTION","SLC13A4"
"15242","DISRUPTS TRANSPORT FUNCTION","SLC13A5"
"15243","DISRUPTS TRANSPORT FUNCTION","SLC14A1"
"15244","DISRUPTS TRANSPORT FUNCTION","SLC14A2"
"15245","DISRUPTS TRANSPORT FUNCTION","SLC15A1"
"15246","DISRUPTS TRANSPORT FUNCTION","SLC15A2"
"15247","DISRUPTS TRANSPORT FUNCTION","SLC15A3"
"15248","DISRUPTS TRANSPORT FUNCTION","SLC15A4"
"15249","DISRUPTS TRANSPORT FUNCTION","SLC16A10"
"15250","DISRUPTS TRANSPORT FUNCTION","SLC16A2"
"15251","DISRUPTS TRANSPORT FUNCTION","SLC16A3"
"15252","DISRUPTS TRANSPORT FUNCTION","SLC16A7"
"15253","DISRUPTS TRANSPORT FUNCTION","SLC16A8"
"15254","DISRUPTS TRANSPORT FUNCTION","SLC17A1"
"15255","DISRUPTS TRANSPORT FUNCTION","SLC17A6"
"15256","DISRUPTS TRANSPORT FUNCTION","SLC17A7"
"15257","DISRUPTS TRANSPORT FUNCTION","SLC18A1"
"15258","DISRUPTS TRANSPORT FUNCTION","SLC18A2"
"15259","DISRUPTS TRANSPORT FUNCTION","SLC1A2"
"15260","DISRUPTS TRANSPORT FUNCTION","SLC1A4"
"15261","DISRUPTS TRANSPORT FUNCTION","SLC1A5"
"15262","DISRUPTS TRANSPORT FUNCTION","SLC1A6"
"15263","DISRUPTS TRANSPORT FUNCTION","SLC1A7"
"15264","DISRUPTS TRANSPORT FUNCTION","SLC20A1"
"15265","DISRUPTS TRANSPORT FUNCTION","SLC22A1"
"15266","DISRUPTS TRANSPORT FUNCTION","SLC22A11"
"15267","DISRUPTS TRANSPORT FUNCTION","SLC22A15"
"15268","DISRUPTS TRANSPORT FUNCTION","SLC22A16"
"15269","DISRUPTS TRANSPORT FUNCTION","SLC22A2"
"15270","DISRUPTS TRANSPORT FUNCTION","SLC22A3"
"15271","DISRUPTS TRANSPORT FUNCTION","SLC22A4"
"15272","DISRUPTS TRANSPORT FUNCTION","SLC22A6"
"15273","DISRUPTS TRANSPORT FUNCTION","SLC22A7"
"15274","DISRUPTS TRANSPORT FUNCTION","SLC22A8"
"15275","DISRUPTS TRANSPORT FUNCTION","SLC24A2"
"15276","DISRUPTS TRANSPORT FUNCTION","SLC24A3"
"15277","DISRUPTS TRANSPORT FUNCTION","SLC25A10"
"15278","DISRUPTS TRANSPORT FUNCTION","SLC25A18"
"15279","DISRUPTS TRANSPORT FUNCTION","SLC25A22"
"15280","DISRUPTS TRANSPORT FUNCTION","SLC25A26"
"15281","DISRUPTS TRANSPORT FUNCTION","SLC25A29"
"15282","DISRUPTS TRANSPORT FUNCTION","SLC25A4"
"15283","DISRUPTS TRANSPORT FUNCTION","SLC25A5"
"15284","DISRUPTS TRANSPORT FUNCTION","SLC25A6"
"15285","DISRUPTS TRANSPORT FUNCTION","SLC26A1"
"15286","DISRUPTS TRANSPORT FUNCTION","SLC26A11"
"15287","DISRUPTS TRANSPORT FUNCTION","SLC26A6"
"15288","DISRUPTS TRANSPORT FUNCTION","SLC26A7"
"15289","DISRUPTS TRANSPORT FUNCTION","SLC26A9"
"15290","DISRUPTS TRANSPORT FUNCTION","SLC27A1"
"15291","DISRUPTS TRANSPORT FUNCTION","SLC27A6"
"15292","DISRUPTS TRANSPORT FUNCTION","SLC28A1"
"15293","DISRUPTS TRANSPORT FUNCTION","SLC28A2"
"15294","DISRUPTS TRANSPORT FUNCTION","SLC28A3"
"15295","DISRUPTS TRANSPORT FUNCTION","SLC29A1"
"15296","DISRUPTS TRANSPORT FUNCTION","SLC29A2"
"15297","DISRUPTS TRANSPORT FUNCTION","SLC29A4"
"15298","DISRUPTS TRANSPORT FUNCTION","SLC2A11"
"15299","DISRUPTS TRANSPORT FUNCTION","SLC2A12"
"15300","DISRUPTS TRANSPORT FUNCTION","SLC2A13"
"15301","DISRUPTS TRANSPORT FUNCTION","SLC2A14"
"15302","DISRUPTS TRANSPORT FUNCTION","SLC2A3"
"15303","DISRUPTS TRANSPORT FUNCTION","SLC2A4"
"15304","DISRUPTS TRANSPORT FUNCTION","SLC2A6"
"15305","DISRUPTS TRANSPORT FUNCTION","SLC2A7"
"15306","DISRUPTS TRANSPORT FUNCTION","SLC2A8"
"15307","DISRUPTS TRANSPORT FUNCTION","SLC30A1"
"15308","DISRUPTS TRANSPORT FUNCTION","SLC30A10"
"15309","DISRUPTS TRANSPORT FUNCTION","SLC30A2"
"15310","DISRUPTS TRANSPORT FUNCTION","SLC30A3"
"15311","DISRUPTS TRANSPORT FUNCTION","SLC30A5"
"15312","DISRUPTS TRANSPORT FUNCTION","SLC30A8"
"15313","DISRUPTS TRANSPORT FUNCTION","SLC31A1"
"15314","DISRUPTS TRANSPORT FUNCTION","SLC32A1"
"15315","DISRUPTS TRANSPORT FUNCTION","SLC35B2"
"15316","DISRUPTS TRANSPORT FUNCTION","SLC35B3"
"15317","DISRUPTS TRANSPORT FUNCTION","SLC35B4"
"15318","DISRUPTS TRANSPORT FUNCTION","SLC35D1"
"15319","DISRUPTS TRANSPORT FUNCTION","SLC35D2"
"15320","DISRUPTS TRANSPORT FUNCTION","SLC36A1"
"15321","DISRUPTS TRANSPORT FUNCTION","SLC36A4"
"15322","DISRUPTS TRANSPORT FUNCTION","SLC38A1"
"15323","DISRUPTS TRANSPORT FUNCTION","SLC38A2"
"15324","DISRUPTS TRANSPORT FUNCTION","SLC38A3"
"15325","DISRUPTS TRANSPORT FUNCTION","SLC38A4"
"15326","DISRUPTS TRANSPORT FUNCTION","SLC38A5"
"15327","DISRUPTS TRANSPORT FUNCTION","SLC39A1"
"15328","DISRUPTS TRANSPORT FUNCTION","SLC39A10"
"15329","DISRUPTS TRANSPORT FUNCTION","SLC39A14"
"15330","DISRUPTS TRANSPORT FUNCTION","SLC39A2"
"15331","DISRUPTS TRANSPORT FUNCTION","SLC39A3"
"15332","DISRUPTS TRANSPORT FUNCTION","SLC39A5"
"15333","DISRUPTS TRANSPORT FUNCTION","SLC39A6"
"15334","DISRUPTS TRANSPORT FUNCTION","SLC39A7"
"15335","DISRUPTS TRANSPORT FUNCTION","SLC39A8"
"15336","DISRUPTS TRANSPORT FUNCTION","SLC41A1"
"15337","DISRUPTS TRANSPORT FUNCTION","SLC41A2"
"15338","DISRUPTS TRANSPORT FUNCTION","SLC43A1"
"15339","DISRUPTS TRANSPORT FUNCTION","SLC43A2"
"15340","DISRUPTS TRANSPORT FUNCTION","SLC44A1"
"15341","DISRUPTS TRANSPORT FUNCTION","SLC44A2"
"15342","DISRUPTS TRANSPORT FUNCTION","SLC44A3"
"15343","DISRUPTS TRANSPORT FUNCTION","SLC44A4"
"15344","DISRUPTS TRANSPORT FUNCTION","SLC44A5"
"15345","DISRUPTS TRANSPORT FUNCTION","SLC45A3"
"15346","DISRUPTS TRANSPORT FUNCTION","SLC47A1"
"15347","DISRUPTS TRANSPORT FUNCTION","SLC47A2"
"15348","DISRUPTS TRANSPORT FUNCTION","SLC4A10"
"15349","DISRUPTS TRANSPORT FUNCTION","SLC4A2"
"15350","DISRUPTS TRANSPORT FUNCTION","SLC4A3"
"15351","DISRUPTS TRANSPORT FUNCTION","SLC4A5"
"15352","DISRUPTS TRANSPORT FUNCTION","SLC4A7"
"15353","DISRUPTS TRANSPORT FUNCTION","SLC4A8"
"15354","DISRUPTS TRANSPORT FUNCTION","SLC4A9"
"15355","DISRUPTS TRANSPORT FUNCTION","SLC50A1"
"15356","DISRUPTS TRANSPORT FUNCTION","SLC5A10"
"15357","DISRUPTS TRANSPORT FUNCTION","SLC5A11"
"15358","DISRUPTS TRANSPORT FUNCTION","SLC5A12"
"15359","DISRUPTS TRANSPORT FUNCTION","SLC5A3"
"15360","DISRUPTS TRANSPORT FUNCTION","SLC5A4"
"15361","DISRUPTS TRANSPORT FUNCTION","SLC5A6"
"15362","DISRUPTS TRANSPORT FUNCTION","SLC5A8"
"15363","DISRUPTS TRANSPORT FUNCTION","SLC5A9"
"15364","DISRUPTS TRANSPORT FUNCTION","SLC6A1"
"15365","DISRUPTS TRANSPORT FUNCTION","SLC6A11"
"15366","DISRUPTS TRANSPORT FUNCTION","SLC6A12"
"15367","DISRUPTS TRANSPORT FUNCTION","SLC6A13"
"15368","DISRUPTS TRANSPORT FUNCTION","SLC6A15"
"15369","DISRUPTS TRANSPORT FUNCTION","SLC6A6"
"15370","DISRUPTS TRANSPORT FUNCTION","SLC6A7"
"15371","DISRUPTS TRANSPORT FUNCTION","SLC6A9"
"15372","DISRUPTS TRANSPORT FUNCTION","SLC7A1"
"15373","DISRUPTS TRANSPORT FUNCTION","SLC7A10"
"15374","DISRUPTS TRANSPORT FUNCTION","SLC7A11"
"15375","DISRUPTS TRANSPORT FUNCTION","SLC7A2"
"15376","DISRUPTS TRANSPORT FUNCTION","SLC7A3"
"15377","DISRUPTS TRANSPORT FUNCTION","SLC7A5"
"15378","DISRUPTS TRANSPORT FUNCTION","SLC7A6"
"15379","DISRUPTS TRANSPORT FUNCTION","SLC7A8"
"15380","DISRUPTS TRANSPORT FUNCTION","SLC8A1"
"15381","DISRUPTS TRANSPORT FUNCTION","SLC8A2"
"15382","DISRUPTS TRANSPORT FUNCTION","SLC8A3"
"15383","DISRUPTS TRANSPORT FUNCTION","SLC8B1"
"15384","DISRUPTS TRANSPORT FUNCTION","SLC9A1"
"15385","DISRUPTS TRANSPORT FUNCTION","SLC9A2"
"15386","DISRUPTS TRANSPORT FUNCTION","SLC9A3"
"15387","DISRUPTS TRANSPORT FUNCTION","SLC9A4"
"15388","DISRUPTS TRANSPORT FUNCTION","SLC9A5"
"15389","DISRUPTS TRANSPORT FUNCTION","SLC9A7"
"15390","DISRUPTS TRANSPORT FUNCTION","SLC9A8"
"15391","DISRUPTS TRANSPORT FUNCTION","SLCO1A2"
"15392","DISRUPTS TRANSPORT FUNCTION","SLCO1C1"
"15393","DISRUPTS TRANSPORT FUNCTION","SLCO2B1"
"15394","DISRUPTS TRANSPORT FUNCTION","SLCO3A1"
"15395","DISRUPTS TRANSPORT FUNCTION","SLCO4A1"
"15396","DISRUPTS TRANSPORT FUNCTION","SLCO4C1"
"15397","DISRUPTS TRANSPORT FUNCTION","SRI"
"15398","DISRUPTS TRANSPORT FUNCTION","ADCY1"
"15399","DISRUPTS TRANSPORT FUNCTION","ADCY2"
"15400","DISRUPTS TRANSPORT FUNCTION","ADCY3"
"15401","DISRUPTS TRANSPORT FUNCTION","ADCY4"
"15402","DISRUPTS TRANSPORT FUNCTION","ADCY5"
"15403","DISRUPTS TRANSPORT FUNCTION","ADCY6"
"15404","DISRUPTS TRANSPORT FUNCTION","ADCY7"
"15405","DISRUPTS TRANSPORT FUNCTION","ADCY8"
"15406","DISRUPTS TRANSPORT FUNCTION","ADCY9"
"15407","DISRUPTS TRANSPORT FUNCTION","AQP10"
"15408","DISRUPTS TRANSPORT FUNCTION","AQP11"
"15409","DISRUPTS TRANSPORT FUNCTION","AQP12A"
"15410","DISRUPTS TRANSPORT FUNCTION","AQP2"
"15411","DISRUPTS TRANSPORT FUNCTION","AQP3"
"15412","DISRUPTS TRANSPORT FUNCTION","AQP4"
"15413","DISRUPTS TRANSPORT FUNCTION","AQP5"
"15414","DISRUPTS TRANSPORT FUNCTION","AQP6"
"15415","DISRUPTS TRANSPORT FUNCTION","AQP7"
"15416","DISRUPTS TRANSPORT FUNCTION","AQP8"
"15417","DISRUPTS TRANSPORT FUNCTION","AQP9"
"15418","DISRUPTS TRANSPORT FUNCTION","GNAS"
"15419","DISRUPTS TRANSPORT FUNCTION","GNB1"
"15420","DISRUPTS TRANSPORT FUNCTION","GNB2"
"15421","DISRUPTS TRANSPORT FUNCTION","GNB3"
"15422","DISRUPTS TRANSPORT FUNCTION","GNB4"
"15423","DISRUPTS TRANSPORT FUNCTION","GNB5"
"15424","DISRUPTS TRANSPORT FUNCTION","GNG10"
"15425","DISRUPTS TRANSPORT FUNCTION","GNG11"
"15426","DISRUPTS TRANSPORT FUNCTION","GNG12"
"15427","DISRUPTS TRANSPORT FUNCTION","GNG13"
"15428","DISRUPTS TRANSPORT FUNCTION","GNG2"
"15429","DISRUPTS TRANSPORT FUNCTION","GNG3"
"15430","DISRUPTS TRANSPORT FUNCTION","GNG4"
"15431","DISRUPTS TRANSPORT FUNCTION","GNG5"
"15432","DISRUPTS TRANSPORT FUNCTION","GNG7"
"15433","DISRUPTS TRANSPORT FUNCTION","GNG8"
"15434","DISRUPTS TRANSPORT FUNCTION","GNGT1"
"15435","DISRUPTS TRANSPORT FUNCTION","GNGT2"
"15436","DISRUPTS TRANSPORT FUNCTION","MIP"
"15437","DISRUPTS TRANSPORT FUNCTION","MYO5B"
"15438","DISRUPTS TRANSPORT FUNCTION","PRKAR1A"
"15439","DISRUPTS TRANSPORT FUNCTION","PRKAR1B"
"15440","DISRUPTS TRANSPORT FUNCTION","PRKAR2A"
"15441","DISRUPTS TRANSPORT FUNCTION","PRKAR2B"
"15442","DISRUPTS TRANSPORT FUNCTION","RAB11A"
"15443","DISRUPTS TRANSPORT FUNCTION","RAB11FIP2"
"15444","DISRUPTS TRANSPORT FUNCTION","ADD1"
"15445","DISRUPTS TRANSPORT FUNCTION","ADD2"
"15446","DISRUPTS TRANSPORT FUNCTION","ADD3"
"15447","DISRUPTS TRANSPORT FUNCTION","ANKH"
"15448","DISRUPTS TRANSPORT FUNCTION","AZGP1"
"15449","DISRUPTS TRANSPORT FUNCTION","CSN1S1"
"15450","DISRUPTS TRANSPORT FUNCTION","CSN3"
"15451","DISRUPTS TRANSPORT FUNCTION","DMTN"
"15452","DISRUPTS TRANSPORT FUNCTION","LRRC8A"
"15453","DISRUPTS TRANSPORT FUNCTION","LRRC8B"
"15454","DISRUPTS TRANSPORT FUNCTION","LRRC8C"
"15455","DISRUPTS TRANSPORT FUNCTION","LRRC8D"
"15456","DISRUPTS TRANSPORT FUNCTION","LRRC8E"
"15457","DISRUPTS TRANSPORT FUNCTION","MAGT1"
"15458","DISRUPTS TRANSPORT FUNCTION","MMGT1"
"15459","DISRUPTS TRANSPORT FUNCTION","MRS2"
"15460","DISRUPTS TRANSPORT FUNCTION","NIPA1"
"15461","DISRUPTS TRANSPORT FUNCTION","NIPA2"
"15462","DISRUPTS TRANSPORT FUNCTION","NIPAL1"
"15463","DISRUPTS TRANSPORT FUNCTION","NIPAL2"
"15464","DISRUPTS TRANSPORT FUNCTION","NIPAL3"
"15465","DISRUPTS TRANSPORT FUNCTION","NIPAL4"
"15466","DISRUPTS TRANSPORT FUNCTION","PIP"
"15467","DISRUPTS TRANSPORT FUNCTION","SLC66A1"
"15468","DISRUPTS TRANSPORT FUNCTION","TUSC3"
"15469","DISRUPTS TRANSPORT FUNCTION","AFG3L2"
"15470","DISRUPTS TRANSPORT FUNCTION","AKAP1"
"15471","DISRUPTS TRANSPORT FUNCTION","C2orf47"
"15472","DISRUPTS TRANSPORT FUNCTION","LETM1"
"15473","DISRUPTS TRANSPORT FUNCTION","MCU"
"15474","DISRUPTS TRANSPORT FUNCTION","MCUB"
"15475","DISRUPTS TRANSPORT FUNCTION","MICU1"
"15476","DISRUPTS TRANSPORT FUNCTION","MICU2"
"15477","DISRUPTS TRANSPORT FUNCTION","MICU3"
"15478","DISRUPTS TRANSPORT FUNCTION","PARL"
"15479","DISRUPTS TRANSPORT FUNCTION","PHB"
"15480","DISRUPTS TRANSPORT FUNCTION","PHB2"
"15481","DISRUPTS TRANSPORT FUNCTION","PMPCA"
"15482","DISRUPTS TRANSPORT FUNCTION","PMPCB"
"15483","DISRUPTS TRANSPORT FUNCTION","SMDT1"
"15484","DISRUPTS TRANSPORT FUNCTION","SPG7"
"15485","DISRUPTS TRANSPORT FUNCTION","STOML2"
"15486","DISRUPTS TRANSPORT FUNCTION","VDAC1"
"15487","DISRUPTS TRANSPORT FUNCTION","VDAC2"
"15488","DISRUPTS TRANSPORT FUNCTION","VDAC3"
"15489","DISRUPTS TRANSPORT FUNCTION","YME1L1"
"15490","DISRUPTS TRANSPORT FUNCTION","CYGB"
"15491","DISRUPTS TRANSPORT FUNCTION","MB"
"15492","DISRUPTS TRANSPORT FUNCTION","NGB"
"15493","DISRUPTS TRANSPORT FUNCTION","ABCG2"
"15494","DISRUPTS TRANSPORT FUNCTION","ACO1"
"15495","DISRUPTS TRANSPORT FUNCTION","ALAD"
"15496","DISRUPTS TRANSPORT FUNCTION","ATP6AP1"
"15497","DISRUPTS TRANSPORT FUNCTION","ATP6V0A1"
"15498","DISRUPTS TRANSPORT FUNCTION","ATP6V0A2"
"15499","DISRUPTS TRANSPORT FUNCTION","ATP6V0A4"
"15500","DISRUPTS TRANSPORT FUNCTION","ATP6V0B"
"15501","DISRUPTS TRANSPORT FUNCTION","ATP6V0C"
"15502","DISRUPTS TRANSPORT FUNCTION","ATP6V0D1"
"15503","DISRUPTS TRANSPORT FUNCTION","ATP6V0D2"
"15504","DISRUPTS TRANSPORT FUNCTION","ATP6V0E1"
"15505","DISRUPTS TRANSPORT FUNCTION","ATP6V0E2"
"15506","DISRUPTS TRANSPORT FUNCTION","ATP6V1A"
"15507","DISRUPTS TRANSPORT FUNCTION","ATP6V1B1"
"15508","DISRUPTS TRANSPORT FUNCTION","ATP6V1B2"
"15509","DISRUPTS TRANSPORT FUNCTION","ATP6V1C1"
"15510","DISRUPTS TRANSPORT FUNCTION","ATP6V1C2"
"15511","DISRUPTS TRANSPORT FUNCTION","ATP6V1D"
"15512","DISRUPTS TRANSPORT FUNCTION","ATP6V1E1"
"15513","DISRUPTS TRANSPORT FUNCTION","ATP6V1E2"
"15514","DISRUPTS TRANSPORT FUNCTION","ATP6V1F"
"15515","DISRUPTS TRANSPORT FUNCTION","ATP6V1G1"
"15516","DISRUPTS TRANSPORT FUNCTION","ATP6V1G2"
"15517","DISRUPTS TRANSPORT FUNCTION","ATP6V1G3"
"15518","DISRUPTS TRANSPORT FUNCTION","ATP6V1H"
"15519","DISRUPTS TRANSPORT FUNCTION","CAND1"
"15520","DISRUPTS TRANSPORT FUNCTION","CUL1"
"15521","DISRUPTS TRANSPORT FUNCTION","CYBRD1"
"15522","DISRUPTS TRANSPORT FUNCTION","FBXL5"
"15523","DISRUPTS TRANSPORT FUNCTION","FLVCR1"
"15524","DISRUPTS TRANSPORT FUNCTION","FTH1"
"15525","DISRUPTS TRANSPORT FUNCTION","FTL"
"15526","DISRUPTS TRANSPORT FUNCTION","FTMT"
"15527","DISRUPTS TRANSPORT FUNCTION","GLRX3"
"15528","DISRUPTS TRANSPORT FUNCTION","HFE"
"15529","DISRUPTS TRANSPORT FUNCTION","HMOX1"
"15530","DISRUPTS TRANSPORT FUNCTION","HMOX2"
"15531","DISRUPTS TRANSPORT FUNCTION","IREB2"
"15532","DISRUPTS TRANSPORT FUNCTION","LCN2"
"15533","DISRUPTS TRANSPORT FUNCTION","MCOLN1"
"15534","DISRUPTS TRANSPORT FUNCTION","NEDD8"
"15535","DISRUPTS TRANSPORT FUNCTION","SKP1"
"15536","DISRUPTS TRANSPORT FUNCTION","SLC22A17"
"15537","DISRUPTS TRANSPORT FUNCTION","SLC46A1"
"15538","DISRUPTS TRANSPORT FUNCTION","STEAP2"
"15539","DISRUPTS TRANSPORT FUNCTION","STEAP3"
"15540","DISRUPTS TRANSPORT FUNCTION","TCIRG1"
"15541","DISRUPTS TRANSPORT FUNCTION","TF"
"15542","DISRUPTS TRANSPORT FUNCTION","TFR2"
"15543","DISRUPTS TRANSPORT FUNCTION","TFRC"
"15544","DISRUPTS TRANSPORT FUNCTION","ANO1"
"15545","DISRUPTS TRANSPORT FUNCTION","ANO10"
"15546","DISRUPTS TRANSPORT FUNCTION","ANO2"
"15547","DISRUPTS TRANSPORT FUNCTION","ANO3"
"15548","DISRUPTS TRANSPORT FUNCTION","ANO4"
"15549","DISRUPTS TRANSPORT FUNCTION","ANO5"
"15550","DISRUPTS TRANSPORT FUNCTION","ANO6"
"15551","DISRUPTS TRANSPORT FUNCTION","ANO7"
"15552","DISRUPTS TRANSPORT FUNCTION","ANO8"
"15553","DISRUPTS TRANSPORT FUNCTION","ANO9"
"15554","DISRUPTS TRANSPORT FUNCTION","ASIC1"
"15555","DISRUPTS TRANSPORT FUNCTION","ASIC2"
"15556","DISRUPTS TRANSPORT FUNCTION","ASIC3"
"15557","DISRUPTS TRANSPORT FUNCTION","ASIC4"
"15558","DISRUPTS TRANSPORT FUNCTION","ASIC5"
"15559","DISRUPTS TRANSPORT FUNCTION","ASPH"
"15560","DISRUPTS TRANSPORT FUNCTION","ATP10A"
"15561","DISRUPTS TRANSPORT FUNCTION","ATP10B"
"15562","DISRUPTS TRANSPORT FUNCTION","ATP10D"
"15563","DISRUPTS TRANSPORT FUNCTION","ATP11A"
"15564","DISRUPTS TRANSPORT FUNCTION","ATP11B"
"15565","DISRUPTS TRANSPORT FUNCTION","ATP11C"
"15566","DISRUPTS TRANSPORT FUNCTION","ATP12A"
"15567","DISRUPTS TRANSPORT FUNCTION","ATP13A1"
"15568","DISRUPTS TRANSPORT FUNCTION","ATP13A2"
"15569","DISRUPTS TRANSPORT FUNCTION","ATP13A4"
"15570","DISRUPTS TRANSPORT FUNCTION","ATP13A5"
"15571","DISRUPTS TRANSPORT FUNCTION","ATP1A1"
"15572","DISRUPTS TRANSPORT FUNCTION","ATP1A2"
"15573","DISRUPTS TRANSPORT FUNCTION","ATP1A3"
"15574","DISRUPTS TRANSPORT FUNCTION","ATP1A4"
"15575","DISRUPTS TRANSPORT FUNCTION","ATP1B1"
"15576","DISRUPTS TRANSPORT FUNCTION","ATP1B2"
"15577","DISRUPTS TRANSPORT FUNCTION","ATP1B3"
"15578","DISRUPTS TRANSPORT FUNCTION","ATP2A1"
"15579","DISRUPTS TRANSPORT FUNCTION","ATP2A2"
"15580","DISRUPTS TRANSPORT FUNCTION","ATP2A3"
"15581","DISRUPTS TRANSPORT FUNCTION","ATP2B1"
"15582","DISRUPTS TRANSPORT FUNCTION","ATP2B2"
"15583","DISRUPTS TRANSPORT FUNCTION","ATP2B3"
"15584","DISRUPTS TRANSPORT FUNCTION","ATP2B4"
"15585","DISRUPTS TRANSPORT FUNCTION","ATP2C1"
"15586","DISRUPTS TRANSPORT FUNCTION","ATP2C2"
"15587","DISRUPTS TRANSPORT FUNCTION","ATP4A"
"15588","DISRUPTS TRANSPORT FUNCTION","ATP4B"
"15589","DISRUPTS TRANSPORT FUNCTION","ATP7A"
"15590","DISRUPTS TRANSPORT FUNCTION","ATP7B"
"15591","DISRUPTS TRANSPORT FUNCTION","ATP8A1"
